ts,rx_id,env,dist_m,tx_level,rssi_mean,adv_rate,source,exp_adv,packet_success,packet_loss_proxy,rssi_norm,qos_score,optimal_level,energy_opt
8123,rx01,indoor_open,1,L0,-66.07692,13,summary_indoor_open_1m_L0.csv,21.0,0.6190476190476191,0.38095238095238093,0.8764569696969696,0.6962704242424242,L1,0.4
8124,rx01,indoor_open,1,L0,-66.77778,9,summary_indoor_open_1m_L0.csv,21.0,0.42857142857142855,0.5714285714285714,0.8552187878787877,0.5565656363636362,L2,0.6
8132,rx01,indoor_open,1,L0,-66.88889,9,summary_indoor_open_1m_L0.csv,21.0,0.42857142857142855,0.5714285714285714,0.8518518181818181,0.5555555454545453,L2,0.6
8133,rx01,indoor_open,1,L0,-67.94445,18,summary_indoor_open_1m_L0.csv,21.0,0.8571428571428571,0.1428571428571429,0.8198651515151514,0.8459595454545454,L0,0.2
8134,rx01,indoor_open,1,L0,-67.83334,6,summary_indoor_open_1m_L0.csv,21.0,0.2857142857142857,0.7142857142857143,0.823232121212121,0.4469696363636363,L2,0.6
8142,rx01,indoor_open,1,L0,-64.91666,12,summary_indoor_open_1m_L0.csv,21.0,0.5714285714285714,0.4285714285714286,0.9116163636363639,0.6734849090909092,L1,0.4
8143,rx01,indoor_open,1,L0,-65.7619,21,summary_indoor_open_1m_L0.csv,21.0,1.0,0.0,0.8860030303030304,0.965800909090909,L0,0.2
8144,rx01,indoor_open,1,L0,-66.36364,11,summary_indoor_open_1m_L0.csv,21.0,0.5238095238095238,0.47619047619047616,0.8677684848484848,0.6269972121212121,L1,0.4
8152,rx01,indoor_open,1,L0,-66.57143,7,summary_indoor_open_1m_L0.csv,21.0,0.3333333333333333,0.6666666666666667,0.861471818181818,0.49177487878787873,L2,0.6
8153,rx01,indoor_open,1,L0,-67.45834,24,summary_indoor_open_1m_L0.csv,21.0,1.0,0.0,0.8345957575757573,0.9503787272727271,L0,0.2
8154,rx01,indoor_open,1,L0,-68.0,8,summary_indoor_open_1m_L0.csv,21.0,0.38095238095238093,0.6190476190476191,0.8181818181818182,0.5121212121212121,L2,0.6
8162,rx01,indoor_open,1,L0,-66.81818,11,summary_indoor_open_1m_L0.csv,21.0,0.5238095238095238,0.47619047619047616,0.8539945454545456,0.6228650303030303,L1,0.4
8163,rx01,indoor_open,1,L0,-66.36842,19,summary_indoor_open_1m_L0.csv,21.0,0.9047619047619048,0.09523809523809523,0.8676236363636364,0.8936204242424242,L0,0.2
8164,rx01,indoor_open,1,L0,-65.5,8,summary_indoor_open_1m_L0.csv,21.0,0.38095238095238093,0.6190476190476191,0.8939393939393939,0.5348484848484848,L2,0.6
8172,rx01,indoor_open,1,L0,-65.77778,9,summary_indoor_open_1m_L0.csv,21.0,0.42857142857142855,0.5714285714285714,0.885521818181818,0.5656565454545454,L2,0.6
8173,rx01,indoor_open,1,L0,-66.90909,22,summary_indoor_open_1m_L0.csv,21.0,1.0,0.0,0.8512396969696968,0.955371909090909,L0,0.2
8174,rx01,indoor_open,1,L0,-68.22222,9,summary_indoor_open_1m_L0.csv,21.0,0.42857142857142855,0.5714285714285714,0.811447878787879,0.5434343636363637,L2,0.6
8182,rx01,indoor_open,1,L0,-68.0,12,summary_indoor_open_1m_L0.csv,21.0,0.5714285714285714,0.4285714285714286,0.8181818181818182,0.6454545454545454,L1,0.4
8183,rx01,indoor_open,1,L0,-67.28,25,summary_indoor_open_1m_L0.csv,21.0,1.0,0.0,0.84,0.952,L0,0.2
8184,rx01,indoor_open,1,L0,-67.33334,12,summary_indoor_open_1m_L0.csv,21.0,0.5714285714285714,0.4285714285714286,0.8383836363636361,0.6515150909090908,L1,0.4
8192,rx01,indoor_open,1,L0,-68.63636,11,summary_indoor_open_1m_L0.csv,21.0,0.5238095238095238,0.47619047619047616,0.798898181818182,0.6063361212121212,L1,0.4
8193,rx01,indoor_open,1,L0,-69.38889,18,summary_indoor_open_1m_L0.csv,21.0,0.8571428571428571,0.1428571428571429,0.7760942424242423,0.8328282727272727,L0,0.2
8194,rx01,indoor_open,1,L0,-68.375,8,summary_indoor_open_1m_L0.csv,21.0,0.38095238095238093,0.6190476190476191,0.8068181818181818,0.5087121212121211,L2,0.6
8202,rx01,indoor_open,1,L0,-66.61539,13,summary_indoor_open_1m_L0.csv,21.0,0.6190476190476191,0.38095238095238093,0.8601396969696968,0.6913752424242423,L1,0.4
8203,rx01,indoor_open,1,L0,-66.5625,16,summary_indoor_open_1m_L0.csv,21.0,0.7619047619047619,0.23809523809523814,0.8617424242424242,0.7918560606060605,L0,0.2
8204,rx01,indoor_open,1,L0,-68.0,9,summary_indoor_open_1m_L0.csv,21.0,0.42857142857142855,0.5714285714285714,0.8181818181818182,0.5454545454545454,L2,0.6
8538,rx01,indoor_open,1,L1,-68.0,18,summary_indoor_open_1m_L1.csv,21.0,0.8571428571428571,0.1428571428571429,0.8181818181818182,0.8454545454545455,L0,0.2
8539,rx01,indoor_open,1,L1,-67.66666,18,summary_indoor_open_1m_L1.csv,21.0,0.8571428571428571,0.1428571428571429,0.8282830303030305,0.8484849090909091,L0,0.2
8540,rx01,indoor_open,1,L1,-66.44444,9,summary_indoor_open_1m_L1.csv,21.0,0.42857142857142855,0.5714285714285714,0.86532,0.559596,L2,0.6
8546,rx01,indoor_open,1,L1,-65.71429,7,summary_indoor_open_1m_L1.csv,21.0,0.3333333333333333,0.6666666666666667,0.8874457575757574,0.4995670606060605,L2,0.6
8547,rx01,indoor_open,1,L1,-65.57895,19,summary_indoor_open_1m_L1.csv,21.0,0.9047619047619048,0.09523809523809523,0.8915469696969696,0.9007974242424241,L0,0.2
8548,rx01,indoor_open,1,L1,-67.80952,21,summary_indoor_open_1m_L1.csv,21.0,1.0,0.0,0.8239539393939392,0.9471861818181817,L0,0.2
8549,rx01,indoor_open,1,L1,-69.9,20,summary_indoor_open_1m_L1.csv,21.0,0.9523809523809523,0.04761904761904767,0.7606060606060604,0.8948484848484848,L0,0.2
8550,rx01,indoor_open,1,L1,-68.0,12,summary_indoor_open_1m_L1.csv,21.0,0.5714285714285714,0.4285714285714286,0.8181818181818182,0.6454545454545454,L1,0.4
8556,rx01,indoor_open,1,L1,-67.85714,7,summary_indoor_open_1m_L1.csv,21.0,0.3333333333333333,0.6666666666666667,0.8225109090909091,0.48008660606060605,L2,0.6
8557,rx01,indoor_open,1,L1,-68.375,16,summary_indoor_open_1m_L1.csv,21.0,0.7619047619047619,0.23809523809523814,0.8068181818181818,0.7753787878787877,L0,0.2
8558,rx01,indoor_open,1,L1,-68.7,20,summary_indoor_open_1m_L1.csv,21.0,0.9523809523809523,0.04761904761904767,0.7969696969696969,0.9057575757575757,L0,0.2
8559,rx01,indoor_open,1,L1,-70.30435,23,summary_indoor_open_1m_L1.csv,21.0,1.0,0.0,0.7483530303030304,0.924505909090909,L0,0.2
8560,rx01,indoor_open,1,L1,-67.3,10,summary_indoor_open_1m_L1.csv,21.0,0.47619047619047616,0.5238095238095238,0.8393939393939395,0.5851515151515152,L1,0.4
8566,rx01,indoor_open,1,L1,-69.8,10,summary_indoor_open_1m_L1.csv,21.0,0.47619047619047616,0.5238095238095238,0.7636363636363637,0.5624242424242424,L2,0.6
8567,rx01,indoor_open,1,L1,-70.9,20,summary_indoor_open_1m_L1.csv,21.0,0.9523809523809523,0.04761904761904767,0.7303030303030301,0.8857575757575756,L0,0.2
8568,rx01,indoor_open,1,L1,-68.21739,23,summary_indoor_open_1m_L1.csv,21.0,1.0,0.0,0.8115942424242426,0.9434782727272727,L0,0.2
8569,rx01,indoor_open,1,L1,-68.71429,21,summary_indoor_open_1m_L1.csv,21.0,1.0,0.0,0.7965366666666664,0.9389609999999999,L0,0.2
8570,rx01,indoor_open,1,L1,-72.18182,11,summary_indoor_open_1m_L1.csv,21.0,0.5238095238095238,0.47619047619047616,0.69146,0.5741046666666666,L2,0.6
8576,rx01,indoor_open,1,L1,-68.07692,13,summary_indoor_open_1m_L1.csv,21.0,0.6190476190476191,0.38095238095238093,0.8158509090909091,0.6780886060606061,L1,0.4
8577,rx01,indoor_open,1,L1,-69.42105,19,summary_indoor_open_1m_L1.csv,21.0,0.9047619047619048,0.09523809523809523,0.7751196969696972,0.8658692424242425,L0,0.2
8578,rx01,indoor_open,1,L1,-72.18182,22,summary_indoor_open_1m_L1.csv,21.0,1.0,0.0,0.69146,0.907438,L0,0.2
8579,rx01,indoor_open,1,L1,-68.31819,22,summary_indoor_open_1m_L1.csv,21.0,1.0,0.0,0.808539696969697,0.942561909090909,L0,0.2
8580,rx01,indoor_open,1,L1,-67.1,10,summary_indoor_open_1m_L1.csv,21.0,0.47619047619047616,0.5238095238095238,0.8454545454545457,0.586969696969697,L1,0.4
8586,rx01,indoor_open,1,L1,-70.11112,9,summary_indoor_open_1m_L1.csv,21.0,0.42857142857142855,0.5714285714285714,0.7542084848484849,0.5262625454545454,L2,0.6
8587,rx01,indoor_open,1,L1,-69.75,20,summary_indoor_open_1m_L1.csv,21.0,0.9523809523809523,0.04761904761904767,0.7651515151515151,0.8962121212121211,L0,0.2
8588,rx01,indoor_open,1,L1,-70.13636,22,summary_indoor_open_1m_L1.csv,21.0,1.0,0.0,0.7534436363636364,0.9260330909090908,L0,0.2
8589,rx01,indoor_open,1,L1,-67.55001,20,summary_indoor_open_1m_L1.csv,21.0,0.9523809523809523,0.04761904761904767,0.8318178787878788,0.9162120303030303,L0,0.2
8590,rx01,indoor_open,1,L1,-68.2,10,summary_indoor_open_1m_L1.csv,21.0,0.47619047619047616,0.5238095238095238,0.812121212121212,0.5769696969696969,L2,0.6
8596,rx01,indoor_open,1,L1,-69.0,12,summary_indoor_open_1m_L1.csv,21.0,0.5714285714285714,0.4285714285714286,0.7878787878787878,0.6363636363636362,L1,0.4
8597,rx01,indoor_open,1,L1,-68.0,21,summary_indoor_open_1m_L1.csv,21.0,1.0,0.0,0.8181818181818182,0.9454545454545454,L0,0.2
8598,rx01,indoor_open,1,L1,-66.17647,17,summary_indoor_open_1m_L1.csv,21.0,0.8095238095238095,0.19047619047619047,0.8734403030303032,0.8286987575757576,L0,0.2
8599,rx01,indoor_open,1,L1,-66.45,20,summary_indoor_open_1m_L1.csv,21.0,0.9523809523809523,0.04761904761904767,0.8651515151515151,0.9262121212121212,L0,0.2
8600,rx01,indoor_open,1,L1,-66.21429,14,summary_indoor_open_1m_L1.csv,21.0,0.6666666666666666,0.33333333333333337,0.8722942424242422,0.7283549393939392,L0,0.2
8606,rx01,indoor_open,1,L1,-67.22222,9,summary_indoor_open_1m_L1.csv,21.0,0.42857142857142855,0.5714285714285714,0.8417509090909093,0.5525252727272727,L2,0.6
8607,rx01,indoor_open,1,L1,-68.94737,19,summary_indoor_open_1m_L1.csv,21.0,0.9047619047619048,0.09523809523809523,0.7894736363636362,0.8701754242424242,L0,0.2
8608,rx01,indoor_open,1,L1,-66.75,20,summary_indoor_open_1m_L1.csv,21.0,0.9523809523809523,0.04761904761904767,0.8560606060606061,0.9234848484848485,L0,0.2
8609,rx01,indoor_open,1,L1,-67.42857,21,summary_indoor_open_1m_L1.csv,21.0,1.0,0.0,0.835497878787879,0.9506493636363637,L0,0.2
8610,rx01,indoor_open,1,L1,-66.55556,9,summary_indoor_open_1m_L1.csv,21.0,0.42857142857142855,0.5714285714285714,0.8619527272727273,0.5585858181818182,L2,0.6
8616,rx01,indoor_open,1,L1,-65.6,10,summary_indoor_open_1m_L1.csv,21.0,0.47619047619047616,0.5238095238095238,0.8909090909090911,0.6006060606060606,L1,0.4
8617,rx01,indoor_open,1,L1,-68.42857,21,summary_indoor_open_1m_L1.csv,21.0,1.0,0.0,0.8051948484848487,0.9415584545454545,L0,0.2
8618,rx01,indoor_open,1,L1,-68.05264,19,summary_indoor_open_1m_L1.csv,21.0,0.9047619047619048,0.09523809523809523,0.8165866666666668,0.8783093333333334,L0,0.2
8619,rx01,indoor_open,1,L1,-67.09524,21,summary_indoor_open_1m_L1.csv,21.0,1.0,0.0,0.8455987878787877,0.9536796363636363,L0,0.2
8620,rx01,indoor_open,1,L1,-68.25,12,summary_indoor_open_1m_L1.csv,21.0,0.5714285714285714,0.4285714285714286,0.8106060606060606,0.6431818181818181,L1,0.4
8734,rx01,indoor_open,1,L2,-68.55556,9,summary_indoor_open_1m_L2.csv,21.0,0.42857142857142855,0.5714285714285714,0.8013466666666667,0.540404,L2,0.6
8735,rx01,indoor_open,1,L2,-67.3,20,summary_indoor_open_1m_L2.csv,21.0,0.9523809523809523,0.04761904761904767,0.8393939393939395,0.9184848484848485,L0,0.2
8736,rx01,indoor_open,1,L2,-67.86667,15,summary_indoor_open_1m_L2.csv,21.0,0.7142857142857143,0.2857142857142857,0.8222221212121212,0.7466666363636364,L0,0.2
8737,rx01,indoor_open,1,L2,-69.2,25,summary_indoor_open_1m_L2.csv,21.0,1.0,0.0,0.7818181818181817,0.9345454545454545,L0,0.2
8738,rx01,indoor_open,1,L2,-66.33334,12,summary_indoor_open_1m_L2.csv,21.0,0.5714285714285714,0.4285714285714286,0.8686866666666665,0.6606059999999999,L1,0.4
8742,rx01,indoor_open,1,L2,-67.375,8,summary_indoor_open_1m_L2.csv,21.0,0.38095238095238093,0.6190476190476191,0.8371212121212122,0.5178030303030303,L2,0.6
8743,rx01,indoor_open,1,L2,-67.44444,18,summary_indoor_open_1m_L2.csv,21.0,0.8571428571428571,0.1428571428571429,0.8350169696969697,0.8505050909090909,L0,0.2
8744,rx01,indoor_open,1,L2,-66.30001,20,summary_indoor_open_1m_L2.csv,21.0,0.9523809523809523,0.04761904761904767,0.8696966666666667,0.9275756666666666,L0,0.2
8745,rx01,indoor_open,1,L2,-67.5,18,summary_indoor_open_1m_L2.csv,21.0,0.8571428571428571,0.1428571428571429,0.8333333333333334,0.85,L0,0.2
8746,rx01,indoor_open,1,L2,-69.5,18,summary_indoor_open_1m_L2.csv,21.0,0.8571428571428571,0.1428571428571429,0.7727272727272727,0.8318181818181818,L0,0.2
8747,rx01,indoor_open,1,L2,-69.35295,17,summary_indoor_open_1m_L2.csv,21.0,0.8095238095238095,0.19047619047619047,0.7771833333333331,0.7998216666666665,L0,0.2
8748,rx01,indoor_open,1,L2,-69.1,10,summary_indoor_open_1m_L2.csv,21.0,0.47619047619047616,0.5238095238095238,0.784848484848485,0.5687878787878788,L2,0.6
8752,rx01,indoor_open,1,L2,-70.0,10,summary_indoor_open_1m_L2.csv,21.0,0.47619047619047616,0.5238095238095238,0.7575757575757576,0.5606060606060606,L2,0.6
8753,rx01,indoor_open,1,L2,-67.29412,17,summary_indoor_open_1m_L2.csv,21.0,0.8095238095238095,0.19047619047619047,0.839572121212121,0.818538303030303,L0,0.2
8754,rx01,indoor_open,1,L2,-69.30435,23,summary_indoor_open_1m_L2.csv,21.0,1.0,0.0,0.7786560606060606,0.9335968181818182,L0,0.2
8755,rx01,indoor_open,1,L2,-69.25,20,summary_indoor_open_1m_L2.csv,21.0,0.9523809523809523,0.04761904761904767,0.7803030303030303,0.9007575757575756,L0,0.2
8756,rx01,indoor_open,1,L2,-68.64286,14,summary_indoor_open_1m_L2.csv,21.0,0.6666666666666666,0.33333333333333337,0.7987012121212121,0.7062770303030302,L0,0.2
8757,rx01,indoor_open,1,L2,-68.82353,17,summary_indoor_open_1m_L2.csv,21.0,0.8095238095238095,0.19047619047619047,0.7932263636363635,0.8046345757575757,L0,0.2
8758,rx01,indoor_open,1,L2,-69.0,11,summary_indoor_open_1m_L2.csv,21.0,0.5238095238095238,0.47619047619047616,0.7878787878787878,0.603030303030303,L1,0.4
8762,rx01,indoor_open,1,L2,-67.0,8,summary_indoor_open_1m_L2.csv,21.0,0.38095238095238093,0.6190476190476191,0.8484848484848485,0.5212121212121211,L2,0.6
8763,rx01,indoor_open,1,L2,-66.05556,18,summary_indoor_open_1m_L2.csv,21.0,0.8571428571428571,0.1428571428571429,0.8771042424242425,0.8631312727272726,L0,0.2
8764,rx01,indoor_open,1,L2,-65.09524,21,summary_indoor_open_1m_L2.csv,21.0,1.0,0.0,0.9062048484848484,0.9718614545454545,L0,0.2
8765,rx01,indoor_open,1,L2,-66.47619,21,summary_indoor_open_1m_L2.csv,21.0,1.0,0.0,0.8643578787878787,0.9593073636363636,L0,0.2
8766,rx01,indoor_open,1,L2,-66.33334,18,summary_indoor_open_1m_L2.csv,21.0,0.8571428571428571,0.1428571428571429,0.8686866666666665,0.860606,L0,0.2
8767,rx01,indoor_open,1,L2,-66.15,20,summary_indoor_open_1m_L2.csv,21.0,0.9523809523809523,0.04761904761904767,0.874242424242424,0.9289393939393938,L0,0.2
8768,rx01,indoor_open,1,L2,-66.625,8,summary_indoor_open_1m_L2.csv,21.0,0.38095238095238093,0.6190476190476191,0.8598484848484849,0.524621212121212,L2,0.6
8772,rx01,indoor_open,1,L2,-67.81818,11,summary_indoor_open_1m_L2.csv,21.0,0.5238095238095238,0.47619047619047616,0.8236915151515152,0.6137741212121212,L1,0.4
8773,rx01,indoor_open,1,L2,-67.11765,17,summary_indoor_open_1m_L2.csv,21.0,0.8095238095238095,0.19047619047619047,0.844919696969697,0.8201425757575758,L0,0.2
8774,rx01,indoor_open,1,L2,-69.4,15,summary_indoor_open_1m_L2.csv,21.0,0.7142857142857143,0.2857142857142857,0.7757575757575755,0.7327272727272727,L0,0.2
8775,rx01,indoor_open,1,L2,-68.16667,18,summary_indoor_open_1m_L2.csv,21.0,0.8571428571428571,0.1428571428571429,0.8131312121212122,0.8439393636363637,L0,0.2
8776,rx01,indoor_open,1,L2,-67.71429,21,summary_indoor_open_1m_L2.csv,21.0,1.0,0.0,0.8268396969696968,0.948051909090909,L0,0.2
8777,rx01,indoor_open,1,L2,-68.17647,17,summary_indoor_open_1m_L2.csv,21.0,0.8095238095238095,0.19047619047619047,0.8128342424242426,0.8105169393939394,L0,0.2
8778,rx01,indoor_open,1,L2,-67.1,10,summary_indoor_open_1m_L2.csv,21.0,0.47619047619047616,0.5238095238095238,0.8454545454545457,0.586969696969697,L1,0.4
8782,rx01,indoor_open,1,L2,-69.83334,6,summary_indoor_open_1m_L2.csv,21.0,0.2857142857142857,0.7142857142857143,0.7626260606060604,0.4287878181818181,L2,0.6
8783,rx01,indoor_open,1,L2,-69.11111,18,summary_indoor_open_1m_L2.csv,21.0,0.8571428571428571,0.1428571428571429,0.7845118181818183,0.8353535454545454,L0,0.2
8784,rx01,indoor_open,1,L2,-69.44444,18,summary_indoor_open_1m_L2.csv,21.0,0.8571428571428571,0.1428571428571429,0.774410909090909,0.8323232727272727,L0,0.2
8785,rx01,indoor_open,1,L2,-67.05883,17,summary_indoor_open_1m_L2.csv,21.0,0.8095238095238095,0.19047619047619047,0.8467021212121212,0.820677303030303,L0,0.2
8786,rx01,indoor_open,1,L2,-68.3125,16,summary_indoor_open_1m_L2.csv,21.0,0.7619047619047619,0.23809523809523814,0.8087121212121212,0.7759469696969696,L0,0.2
8787,rx01,indoor_open,1,L2,-68.45,20,summary_indoor_open_1m_L2.csv,21.0,0.9523809523809523,0.04761904761904767,0.8045454545454545,0.908030303030303,L0,0.2
8788,rx01,indoor_open,1,L2,-69.6,10,summary_indoor_open_1m_L2.csv,21.0,0.47619047619047616,0.5238095238095238,0.7696969696969699,0.5642424242424242,L2,0.6
8792,rx01,indoor_open,1,L2,-64.76923,13,summary_indoor_open_1m_L2.csv,21.0,0.6190476190476191,0.38095238095238093,0.9160839393939396,0.7081585151515153,L0,0.2
8793,rx01,indoor_open,1,L2,-66.44444,18,summary_indoor_open_1m_L2.csv,21.0,0.8571428571428571,0.1428571428571429,0.86532,0.859596,L0,0.2
8794,rx01,indoor_open,1,L2,-66.72222,18,summary_indoor_open_1m_L2.csv,21.0,0.8571428571428571,0.1428571428571429,0.8569024242424245,0.8570707272727274,L0,0.2
8795,rx01,indoor_open,1,L2,-65.88,25,summary_indoor_open_1m_L2.csv,21.0,1.0,0.0,0.8824242424242426,0.9647272727272727,L0,0.2
8796,rx01,indoor_open,1,L2,-63.68421,19,summary_indoor_open_1m_L2.csv,21.0,0.9047619047619048,0.09523809523809523,0.9489633333333334,0.9180223333333333,L0,0.2
8797,rx01,indoor_open,1,L2,-65.17647,17,summary_indoor_open_1m_L2.csv,21.0,0.8095238095238095,0.19047619047619047,0.9037433333333335,0.8377896666666667,L0,0.2
8798,rx01,indoor_open,1,L2,-64.90909,11,summary_indoor_open_1m_L2.csv,21.0,0.5238095238095238,0.47619047619047616,0.9118457575757574,0.6402203939393938,L1,0.4
8802,rx01,indoor_open,1,L2,-62.77778,9,summary_indoor_open_1m_L2.csv,21.0,0.42857142857142855,0.5714285714285714,0.9764309090909091,0.5929292727272727,L1,0.4
8803,rx01,indoor_open,1,L2,-65.0625,16,summary_indoor_open_1m_L2.csv,21.0,0.7619047619047619,0.23809523809523814,0.9071969696969697,0.8054924242424242,L0,0.2
8804,rx01,indoor_open,1,L2,-63.6,20,summary_indoor_open_1m_L2.csv,21.0,0.9523809523809523,0.04761904761904767,0.9515151515151514,0.952121212121212,L0,0.2
8805,rx01,indoor_open,1,L2,-64.31579,19,summary_indoor_open_1m_L2.csv,21.0,0.9047619047619048,0.09523809523809523,0.9298245454545453,0.9122806969696968,L0,0.2
8806,rx01,indoor_open,1,L2,-64.1579,19,summary_indoor_open_1m_L2.csv,21.0,0.9047619047619048,0.09523809523809523,0.934609090909091,0.9137160606060606,L0,0.2
8807,rx01,indoor_open,1,L2,-63.72222,18,summary_indoor_open_1m_L2.csv,21.0,0.8571428571428571,0.1428571428571429,0.9478115151515152,0.8843434545454545,L0,0.2
8808,rx01,indoor_open,1,L2,-65.33334,9,summary_indoor_open_1m_L2.csv,21.0,0.42857142857142855,0.5714285714285714,0.8989896969696968,0.569696909090909,L2,0.6
8812,rx01,indoor_open,1,L2,-63.875,8,summary_indoor_open_1m_L2.csv,21.0,0.38095238095238093,0.6190476190476191,0.9431818181818182,0.5496212121212121,L2,0.6
8813,rx01,indoor_open,1,L2,-65.95652,23,summary_indoor_open_1m_L2.csv,21.0,1.0,0.0,0.8801054545454546,0.9640316363636363,L0,0.2
8814,rx01,indoor_open,1,L2,-63.72222,18,summary_indoor_open_1m_L2.csv,21.0,0.8571428571428571,0.1428571428571429,0.9478115151515152,0.8843434545454545,L0,0.2
8815,rx01,indoor_open,1,L2,-62.0,16,summary_indoor_open_1m_L2.csv,21.0,0.7619047619047619,0.23809523809523814,1.0,0.8333333333333333,L0,0.2
8816,rx01,indoor_open,1,L2,-63.78948,19,summary_indoor_open_1m_L2.csv,21.0,0.9047619047619048,0.09523809523809523,0.9457733333333334,0.9170653333333333,L0,0.2
8817,rx01,indoor_open,1,L2,-64.33334,15,summary_indoor_open_1m_L2.csv,21.0,0.7142857142857143,0.2857142857142857,0.929292727272727,0.7787878181818181,L0,0.2
8818,rx01,indoor_open,1,L2,-64.09091,11,summary_indoor_open_1m_L2.csv,21.0,0.5238095238095238,0.47619047619047616,0.9366390909090911,0.647658393939394,L1,0.4
11895,rx01,indoor_open,5,L0,-89.75,4,summary_indoor_open_3m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.1590909090909091,0.23439393939393938,L2,0.6
11896,rx01,indoor_open,5,L0,-90.85714,7,summary_indoor_open_3m_L0.csv,15.0,0.4666666666666667,0.5333333333333333,0.12554121212121208,0.36432903030303027,L2,0.6
11897,rx01,indoor_open,5,L0,-87.25,4,summary_indoor_open_3m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.23484848484848486,0.2571212121212121,L2,0.6
11898,rx01,indoor_open,5,L0,-94.5,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.015151515151515152,0.09787878787878787,L2,0.6
11899,rx01,indoor_open,5,L0,-89.00001,1,summary_indoor_open_3m_L0.csv,15.0,0.06666666666666667,0.9333333333333333,0.1818178787878787,0.10121203030303028,L2,0.6
11900,rx01,indoor_open,5,L0,-91.75,4,summary_indoor_open_3m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.09848484848484848,0.2162121212121212,L2,0.6
11901,rx01,indoor_open,5,L0,-90.66667,3,summary_indoor_open_3m_L0.csv,15.0,0.2,0.8,0.1313130303030304,0.1793939090909091,L2,0.6
11902,rx01,indoor_open,5,L0,-90.25001,4,summary_indoor_open_3m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.14393909090909082,0.22984839393939388,L2,0.6
11904,rx01,indoor_open,5,L0,-94.00001,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.030302727272727176,0.10242415151515148,L2,0.6
11905,rx01,indoor_open,5,L0,-92.0,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.09090909090909091,0.12060606060606059,L2,0.6
11907,rx01,indoor_open,5,L0,-95.0,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.0,0.09333333333333332,L2,0.6
11908,rx01,indoor_open,5,L0,-93.0,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.06060606060606061,0.11151515151515151,L2,0.6
11909,rx01,indoor_open,5,L0,-93.5,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.045454545454545456,0.10696969696969696,L2,0.6
11911,rx01,indoor_open,5,L0,-92.0,1,summary_indoor_open_3m_L0.csv,15.0,0.06666666666666667,0.9333333333333333,0.09090909090909091,0.07393939393939393,L2,0.6
11912,rx01,indoor_open,5,L0,-91.0,1,summary_indoor_open_3m_L0.csv,15.0,0.06666666666666667,0.9333333333333333,0.12121212121212122,0.08303030303030302,L2,0.6
11913,rx01,indoor_open,5,L0,-93.0,1,summary_indoor_open_3m_L0.csv,15.0,0.06666666666666667,0.9333333333333333,0.06060606060606061,0.06484848484848485,L2,0.6
11914,rx01,indoor_open,5,L0,-94.00001,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.030302727272727176,0.10242415151515148,L2,0.6
11916,rx01,indoor_open,5,L0,-90.75,4,summary_indoor_open_3m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.12878787878787878,0.22530303030303028,L2,0.6
11917,rx01,indoor_open,5,L0,-91.0,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.12121212121212122,0.1296969696969697,L2,0.6
11918,rx01,indoor_open,5,L0,-90.0,5,summary_indoor_open_3m_L0.csv,15.0,0.3333333333333333,0.6666666666666667,0.15151515151515152,0.27878787878787875,L2,0.6
11919,rx01,indoor_open,5,L0,-90.6,5,summary_indoor_open_3m_L0.csv,15.0,0.3333333333333333,0.6666666666666667,0.1333333333333335,0.2733333333333334,L2,0.6
11920,rx01,indoor_open,5,L0,-92.0,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.09090909090909091,0.12060606060606059,L2,0.6
11921,rx01,indoor_open,5,L0,-95.0,1,summary_indoor_open_3m_L0.csv,15.0,0.06666666666666667,0.9333333333333333,0.0,0.04666666666666666,L2,0.6
11922,rx01,indoor_open,5,L0,-88.0,1,summary_indoor_open_3m_L0.csv,15.0,0.06666666666666667,0.9333333333333333,0.21212121212121213,0.11030303030303029,L2,0.6
11923,rx01,indoor_open,5,L0,-90.16666,6,summary_indoor_open_3m_L0.csv,15.0,0.4,0.6,0.1464648484848487,0.3239394545454546,L2,0.6
11924,rx01,indoor_open,5,L0,-89.5,4,summary_indoor_open_3m_L0.csv,15.0,0.26666666666666666,0.7333333333333334,0.16666666666666666,0.23666666666666664,L2,0.6
11925,rx01,indoor_open,5,L0,-91.0,2,summary_indoor_open_3m_L0.csv,15.0,0.13333333333333333,0.8666666666666667,0.12121212121212122,0.1296969696969697,L2,0.6
